free_balkans_setup;从$RECIPIENT$手中解放$THIRD$;;;;;;;;;;;;;
monroe_doctrine;门罗主义;;;;;;;;;;;;;
monroe_doctrine_desc;将一个欧洲的殖民国家驱赶出美洲;;;;;;;;;;;;;
monroe_doctrine_short;$THIRD$夺回$STATE$;;;;;;;;;;;;;
monroe_doctrine_setup;从$RECIPIENT$的殖民者手中将$STATE$夺取并交还给$THIRD$;;;;;;;;;;;;;
oriental_crisis;东方危机;;;;;;;;;;;;;
oriental_crisis_desc;从埃及控制下解放奥斯曼帝国的领土;;;;;;;;;;;;;
oriental_crisis_short;$THIRD$夺回$STATE$;;;;;;;;;;;;;
oriental_crisis_setup;从$RECIPIENT$手中将$STATE$夺回并交还给$THIRD$ from ;;;;;;;;;;;;;
restore_america;获取美利坚的核心;;;;;;;;;;;;;
restore_america_desc;为了重建美利坚，夺取一个美国的法理省份;;;;;;;;;;;;;
restore_america_short;夺回$STATE$;;;;;;;;;;;;;
restore_america_setup;从$RECIPIENT$手中夺回本应属于美利坚的$STATE$;;;;;;;;;;;;;
claim_holy_land;夺回圣地;;;;;;;;;;;;;
claim_holy_land_desc;夺取一个被奥斯曼帝国控制的圣地黎凡特的省份;;;;;;;;;;;;;
claim_holy_land_short;夺取$STATE$;;;;;;;;;;;;;
claim_holy_land_setup;从$RECIPIENT$手中夺回神圣的$STATE$;;;;;;;;;;;;;
restore_british_raj;重建英属印度;;;;;;;;;;;;;
restore_british_raj_desc;将一个理应属于英属印度的帝国变为傀儡国;;;;;;;;;;;;;
restore_british_raj_short;$RECIPIENT$成为$ACTOR$的傀儡国;;;;;;;;;;;;;
restore_british_raj_setup;$RECIPIENT$成为$ACTOR$的傀儡国;;;;;;;;;;;;;
great_game_cb;大博弈;;;;;;;;;;;;;
great_game_cb_desc;在大博弈中，英国与俄国均需要将中亚的所有未开化国家置于本国的保护之下，以避免另一方这样做。 ;;;;;;;;;;;;;
great_game_cb_short;$RECIPIENT$成为$ACTOR$的傀儡国 ;;;;;;;;;;;;;
great_game_cb_setup;$RECIPIENT$成为$ACTOR$的傀儡国;;;;;;;;;;;;;
china_acquire_state;统一中华;;;;;;;;;;;;;
china_acquire_state_short;夺取中华的$STATE$;;;;;;;;;;;;;
china_acquire_state_setup;从$RECIPIENT$手中夺取中华的$STATE$;;;;;;;;;;;;;
china_acquire_state_desc;夺取一个中国的省份 ;;;;;;;;;;;;;
unification_GP_humiliate;争夺霸权 ;;;;;;;;;;;;;
unification_GP_humiliate_short;羞辱$RECIPIENT$;;;;;;;;;;;;;
unification_GP_humiliate_setup;羞辱$RECIPIENT$;;;;;;;;;;;;;
unification_GP_humiliate_desc;通过羞辱同文化圈的一个列强来展现我们的军事实力 ;;;;;;;;;;;;;
colonial_reconquest_cb;殖民地的再征服;;;;;;;;;;;;;
colonial_reconquest_cb_desc;迫使一个叛乱的殖民地重回我们的统治之下;;;;;;;;;;;;;
colonial_reconquest_cb_setup;重新吞并叛乱的$RECIPIENT$殖民地;;;;;;;;;;;;;
colonial_reconquest_cb_short;重新吞并$RECIPIENT$;;;;;;;;;;;;;
acquire_any_state;割取省份;;;;;;;;;;;;;
acquire_any_state_desc;割取一个敌国的省份 ;;;;;;;;;;;;;
acquire_any_state_short;割取$STATE$;;;;;;;;;;;;;
acquire_any_state_setup;从$RECIPIENT$手中割取$STATE$;;;;;;;;;;;;;
conquest_any;征服;;;;;;;;;;;;;
conquest_any_desc;吞并一个敌国;;;;;;;;;;;;;
conquest_any_setup;吞并$RECIPIENT$;;;;;;;;;;;;;
conquest_any_short;吞并$RECIPIENT$;;;;;;;;;;;;;
sahel_jihad_cb;萨赫勒圣战;;;;;;;;;;;;;
sahel_jihad_cb_desc;夺取一个异教徒的省份;;;;;;;;;;;;;
sahel_jihad_cb_short;从异教徒手中夺取$STATE$;;;;;;;;;;;;;
sahel_jihad_cb_setup;从异教徒的国家$RECIPIENT$手中夺取$STATE$;;;;;;;;;;;;;
acquire_all_cores;夺回所有核心;;;;;;;;;;;;;
acquire_all_cores_short;从$RECIPIENT$手中夺回所有我们的核心领土;;;;;;;;;;;;;
acquire_all_cores_setup;从$RECIPIENT$手中夺回所有我们的核心领土;;;;;;;;;;;;;
acquire_all_cores_desc;夺取敌人控制下的所有我们的核心领土;;;;;;;;;;;;;
AGRESSION_WAR_ALL_CORES_NAME_USA_ENG;$ORDER$美英战争;;;;;;;;;;;;;
NORMAL_WAR_ALL_CORES_NAME_USA_ENG;$ORDER$美英战争;;;;;;;;;;;;;
AGRESSION_WAR_ALL_CORES_NAME_ENG_USA;$ORDER$美英战争;;;;;;;;;;;;;
NORMAL_WAR_ALL_CORES_NAME_ENG_USA;$ORDER$美英战争;;;;;;;;;;;;;
